subject_id,resting_beta_entropy,resting_alpha_entropy,resting_beta_lzc,resting_alpha_lzc,resting_tar,Left/Right Fist 1_beta_entropy_real,Left/Right Fist 1_beta_entropy_imagined,Left/Right Fist 1_beta_entropy_gap,Left/Right Fist 1_alpha_entropy_real,Left/Right Fist 1_alpha_entropy_imagined,Left/Right Fist 1_alpha_entropy_gap,Left/Right Fist 1_beta_lzc_real,Left/Right Fist 1_beta_lzc_imagined,Left/Right Fist 1_beta_lzc_gap,Left/Right Fist 1_alpha_lzc_real,Left/Right Fist 1_alpha_lzc_imagined,Left/Right Fist 1_alpha_lzc_gap,Left/Right Fist 1_tar_real,Left/Right Fist 1_tar_imagined,Left/Right Fist 1_tar_gap,Fists/Feet 1_beta_entropy_real,Fists/Feet 1_beta_entropy_imagined,Fists/Feet 1_beta_entropy_gap,Fists/Feet 1_alpha_entropy_real,Fists/Feet 1_alpha_entropy_imagined,Fists/Feet 1_alpha_entropy_gap,Fists/Feet 1_beta_lzc_real,Fists/Feet 1_beta_lzc_imagined,Fists/Feet 1_beta_lzc_gap,Fists/Feet 1_alpha_lzc_real,Fists/Feet 1_alpha_lzc_imagined,Fists/Feet 1_alpha_lzc_gap,Fists/Feet 1_tar_real,Fists/Feet 1_tar_imagined,Fists/Feet 1_tar_gap,Left/Right Fist 2_beta_entropy_real,Left/Right Fist 2_beta_entropy_imagined,Left/Right Fist 2_beta_entropy_gap,Left/Right Fist 2_alpha_entropy_real,Left/Right Fist 2_alpha_entropy_imagined,Left/Right Fist 2_alpha_entropy_gap,Left/Right Fist 2_beta_lzc_real,Left/Right Fist 2_beta_lzc_imagined,Left/Right Fist 2_beta_lzc_gap,Left/Right Fist 2_alpha_lzc_real,Left/Right Fist 2_alpha_lzc_imagined,Left/Right Fist 2_alpha_lzc_gap,Left/Right Fist 2_tar_real,Left/Right Fist 2_tar_imagined,Left/Right Fist 2_tar_gap,Fists/Feet 2_beta_entropy_real,Fists/Feet 2_beta_entropy_imagined,Fists/Feet 2_beta_entropy_gap,Fists/Feet 2_alpha_entropy_real,Fists/Feet 2_alpha_entropy_imagined,Fists/Feet 2_alpha_entropy_gap,Fists/Feet 2_beta_lzc_real,Fists/Feet 2_beta_lzc_imagined,Fists/Feet 2_beta_lzc_gap,Fists/Feet 2_alpha_lzc_real,Fists/Feet 2_alpha_lzc_imagined,Fists/Feet 2_alpha_lzc_gap,Fists/Feet 2_tar_real,Fists/Feet 2_tar_imagined,Fists/Feet 2_tar_gap,Left/Right Fist 3_beta_entropy_real,Left/Right Fist 3_beta_entropy_imagined,Left/Right Fist 3_beta_entropy_gap,Left/Right Fist 3_alpha_entropy_real,Left/Right Fist 3_alpha_entropy_imagined,Left/Right Fist 3_alpha_entropy_gap,Left/Right Fist 3_beta_lzc_real,Left/Right Fist 3_beta_lzc_imagined,Left/Right Fist 3_beta_lzc_gap,Left/Right Fist 3_alpha_lzc_real,Left/Right Fist 3_alpha_lzc_imagined,Left/Right Fist 3_alpha_lzc_gap,Left/Right Fist 3_tar_real,Left/Right Fist 3_tar_imagined,Left/Right Fist 3_tar_gap,Fists/Feet 3_beta_entropy_real,Fists/Feet 3_beta_entropy_imagined,Fists/Feet 3_beta_entropy_gap,Fists/Feet 3_alpha_entropy_real,Fists/Feet 3_alpha_entropy_imagined,Fists/Feet 3_alpha_entropy_gap,Fists/Feet 3_beta_lzc_real,Fists/Feet 3_beta_lzc_imagined,Fists/Feet 3_beta_lzc_gap,Fists/Feet 3_alpha_lzc_real,Fists/Feet 3_alpha_lzc_imagined,Fists/Feet 3_alpha_lzc_gap,Fists/Feet 3_tar_real,Fists/Feet 3_tar_imagined,Fists/Feet 3_tar_gap
S001,0.9304058680864773,0.9307883533119318,0.7660219229009165,0.5143413891978994,1.3943717495012107,0.02227565880703708,0.007107554501386115,0.015168104305650965,0.004232953753879332,0.007413248340875422,-0.003180294586996091,0.012581374415140845,0.011716739992802094,0.0008646344223387503,0.00660085026120627,0.013085608428746953,-0.006484758167540683,-0.08496574225898224,0.290809300960464,-0.3757750432194462,-0.00973290604406385,-0.00766128021080581,-0.0020716258332580395,0.0024644915983126348,-0.011077138709159051,0.013541630307471686,0.007825885092277662,-0.010763754988005747,0.01858964008028341,0.00789780189471434,-0.0037747628068589556,0.011672564701573296,-0.23597689260747745,-0.12388241045519455,-0.1120944821522829,0.006225344209112915,-0.0009285007001686996,0.007153844909281615,0.012323619698837995,0.010222600775115054,0.0021010189237229415,-0.00038814191994041014,0.010852105570463344,-0.011240247490403754,-0.002045493962181344,0.008330119105883771,-0.010375613068065115,-0.06494479980701917,0.11776817507204562,-0.1827129748790648,0.005996758206647579,0.0048309883074655335,0.0011657698991820453,0.005932922532603024,0.0027884417226277103,0.003144480809975314,0.009122836725785843,0.010419788359294024,-0.001296951633508181,0.00876243631705309,-0.0016131767510120243,0.010375613068065115,-0.08367265532758683,-0.17483347462486698,0.09116081929728015,0.0010000773252533124,-0.0023535224724651194,0.0033535997977184318,0.008983614084795977,0.007931346532073058,0.0010522675527229186,-0.009466803354497566,0.00047649250239811813,-0.009943295856895684,0.00876243631705309,0.0035746297830204776,0.005187806534032613,-0.18525053458398255,-0.1859104555709954,0.0006599209870128409,-0.006298496348532079,-0.0040796118000963055,-0.0022188845484357733,-0.002005031281931857,-0.0010804945225701967,-0.0009245367593616605,0.004367347402922661,-0.00038814191994052116,0.004755489322863182,0.011356339584069453,-0.008530252129722249,0.0198865917137917,-0.27173647497573006,-0.31296616581265635,0.04122969083692629
S002,0.9548557101843258,0.9367917045579548,0.7632768424529502,0.5046613686708603,0.7010212429158341,0.00012602455363242004,0.0002784386415003448,-0.00015241408786792476,0.010232935698877843,0.01307964158194519,-0.0028467058830673464,0.010138648329074629,0.009706331117905309,0.00043231721116931965,0.010228429831873886,0.0011497683973171746,0.009078661434556712,0.162830992652928,-0.05001942470625942,0.21285041735918742,-0.00207546399993519,-0.0024623370377589993,0.00038687303782380944,0.014144339714622367,0.011412999966348036,0.0027313397482743307,0.01575877207427656,0.014894137651937811,0.0008646344223387503,0.005472940509010815,0.011093064254212748,-0.005620123745201933,-0.0817692750516007,-0.00897336183712305,-0.07279591321447765,0.003081678933568255,0.00047732709423797814,0.0026043518393302767,0.013595630938975645,0.014134565553044154,-0.0005389346140685092,0.014894137651937922,0.009706331117905309,0.005187806534032613,0.0024467200308250225,0.012822333098890248,-0.010375613068065226,0.2727111481479243,-0.04669028749728832,0.3194014356452126,-0.0031104037732616607,0.0007728822210527619,-0.0038832859943144227,-0.00511087852371761,0.019949115468220757,-0.025059993991938367,-0.0011015991613293474,0.020081944185970424,-0.02118354334729977,0.00028513397497820225,0.005905257720180135,-0.005620123745201933,-0.2548201323837466,-0.009399302347310567,-0.24542083003643606,0.003782721723946336,-0.0014431192781145796,0.005225841002060916,0.016315868783036036,0.014516818469393122,0.0017990503136429137,0.008841696695566337,0.015326454863107242,-0.006484758167540905,0.0024467200308251336,0.00028513397497809123,0.0021615860558470423,-0.04006107085746413,-0.12134816260788628,0.08128709175042215,-0.0051934400978226325,0.0007298127800765553,-0.005923252877899188,0.006081390053531477,0.011898846727311563,-0.005817456673780086,0.01575877207427656,0.009706331117905087,0.006052440956371474,-0.00533498977022373,-0.0027410865032075904,-0.00259390326701614,-0.13256555547153515,-0.0788984309594396,-0.05366712451209554
S003,0.9525641399753668,0.9367162034159479,0.7992518441131404,0.511451830831619,1.8016380344832132,-0.0079052313452459,-0.00044892640631566394,-0.007456304938930236,0.011509666072121671,0.0011985544013932703,0.010311111670728401,-0.012866836996034192,0.00701975471775762,-0.019886591713791812,-0.003479107707594964,0.010787360260994805,-0.014266467968589769,0.004328775302532506,-0.03689841922773218,0.04122719453026469,0.00027651942778672556,-0.0025028305672042395,0.002779349994990965,-0.00572070006640657,-0.014251212568497595,0.008530512502091026,-0.017622326318897263,-0.006382078828493398,-0.011240247490403865,-0.0008852044405786019,-0.006937645396949854,0.006052440956371252,0.24973154161202382,0.6768036746768504,-0.4270721330648266,-0.0037176062934016763,-0.005383753441233985,0.0016661471478323087,-0.007888277374905939,-0.013371710230513534,0.005483432855607595,-0.025404036119946127,-0.015460740263050332,-0.009943295856895795,-0.011260817508643828,-0.01428703798682951,0.0030262204781856816,0.2922509418312611,0.2618844849666968,0.030366456864564295,-0.013670767868253164,-0.015402916479957951,0.0017321486117047868,-0.0025143731542447423,-0.004872692545209167,0.002358319390964425,-0.041399772933213286,-0.038805869666197035,-0.002593903267016251,-0.012557769142151953,0.005599553726962081,-0.018157322869114034,-0.009210066501177172,0.6606480554750358,-0.669858121976213,-0.014869886115150166,-0.0031365350120997615,-0.011733351103050405,-0.005862046333698356,-0.013641761467053093,0.0077797151333547365,-0.03102415986514806,0.00010267933904728466,-0.031126839204195345,-0.008666914241627466,0.0012763816152683294,-0.009943295856895795,0.1868725245902627,0.650950488156226,-0.4640779635659633,-0.020434048545505012,-0.004283116543768006,-0.016150932001737006,-0.006327769356990642,-0.0236218707149648,0.017294101357974156,-0.042264407355551925,-0.0413997729332134,-0.0008646344223385283,-0.014287037986829398,-0.008666914241627577,-0.0056201237452018216,-0.2752643438589957,0.14767153707555192,-0.4229358809345476
S004,0.9692772795297125,0.9674227914788474,0.778158068039294,0.5175199034008079,1.5314539972399919,0.0026265889466208225,-0.0015997662961080295,0.004226355242728852,-0.006679436599060562,-0.011498061577865148,0.0048186249788045865,-0.009065749368963094,0.013847062823014289,-0.022912812191977383,0.003854653269467212,0.012500997492854826,-0.008646344223387614,0.7769773899508818,0.7355625661451941,0.04141482380568773,0.0012303557579039781,-0.014263761928635543,0.015494117686539521,-0.01151059312981384,-0.004805633614570981,-0.006704959515242859,-0.00431026004609969,-0.02030599685936685,0.01599573681326716,0.02028270729390369,0.006016239325314032,0.014266467968589658,2.9987272838525216,0.03651481039070004,2.962212473461822,-0.0018948749982387048,-0.002942688341695643,0.001047813343456938,0.0002721284321286488,-0.006764544646846171,0.00703667307897482,0.0030391325437797434,-0.0034456256237610505,0.006484758167540794,0.011204045859346645,-0.0009008360533960813,0.012104881912742727,1.4830131160248716,0.3212517299035613,1.1617613861213103,-0.002160235815999223,-0.0029185638018986992,0.0007583279858994763,-0.005396735402482644,-0.00617734291675387,0.0007806075142712254,-0.009930383791301733,-0.0012840395679140082,-0.008646344223387725,0.0003961155801120997,-0.0030624221092429016,0.0034585376893550013,1.4676109856575499,-0.31271861731678485,1.7803296029743347,-0.0006213604558009678,-0.0001602739745180104,-0.00046108648128295737,-0.007919333315896782,0.0023709437806795908,-0.010290277096576372,-0.02073831407053628,-0.018576728014689348,-0.0021615860558469313,0.010339411437007895,0.009042459803499825,0.00129695163350807,1.3407970024989342,0.6634434503499227,0.6773535521490115,-0.005146114015724512,-0.0028615595790979498,-0.0022845544366265624,-0.0205465488817278,0.0005699849885995034,-0.021116533870327303,-0.011227335424809914,-0.015118190325334235,0.003890854900524321,0.004719287691805851,0.006016239325314032,-0.001296951633508181,2.0213193412881107,-0.5099821557771027,2.5313014970652135
S005,0.9806895374332206,0.9387038654833619,0.7882715223212753,0.510296007485107,1.6777035297978644,-0.013014208708161834,-0.006134691589646746,-0.006879517118515088,0.018127321814935482,0.006667109505455016,0.011460212309480466,-0.016152983172758595,-0.00750663894937087,-0.008646344223387725,0.01021391476282918,0.0007029361171029258,0.009510978645726254,-0.038697959145776784,0.40392976387698365,-0.44262772302276043,-0.00954418466376683,-0.008636006973497312,-0.0009081776902695182,0.019926076832507467,0.0035633182205137004,0.016362758611993766,-0.0036157840488464377,-0.018314569228605304,0.014698785179758866,0.00718769428464372,-0.004917187628099229,0.012104881912742949,-0.40114624340363747,-0.3449668082270596,-0.05617943517657786,-0.012403990972443046,-0.005426708847603545,-0.006977282124839501,0.008412313839634589,0.01728292355660921,-0.00887060971697462,-0.005777370104693369,-0.0027511496265076874,-0.0030262204781856816,0.005458425439965997,-0.0010263327275745748,0.006484758167540572,-0.3262673453277749,-0.468395524724589,0.1421281793968141,-0.02085158475787341,-0.0082174088828324,-0.01263417587504101,0.01326927552871604,0.009291494259285327,0.0039777812694307135,-0.02652859624082382,-0.010532859427556551,-0.01599573681326727,0.001999887750611107,-0.0014586499387440055,0.0034585376893551123,-0.602013422763781,0.06456640227639898,-0.66657982504018,-0.014787247683086702,-0.010589119889504173,-0.004198127793582529,0.014557032275833492,-0.0022263791715428916,0.016783411447376384,-0.013559079905742344,-0.018314569228605415,0.004755489322863071,0.0032968393841191768,-0.003187918783421506,0.006484758167540683,-0.3160746763773854,-0.47560145871341675,0.15952678233603135,-0.026796114137577987,-0.01377453957775443,-0.013021574559823557,0.014718809809196376,0.021085088477814207,-0.006366278668617831,-0.03214871998602564,-0.012694445483403372,-0.01945427450262227,0.0011352533282722455,-0.006214139261607299,0.007349392589879544,-0.6842291064656559,-0.21292322420884102,-0.4713058822568149
S006,0.974966199804102,0.9471313834562055,0.7850930081183667,0.510440485403421,3.1500441796698304,-0.0006277106476773042,0.002219479568199345,-0.0028471902158766493,0.010874143951405735,0.001964992157009071,0.008909151794396664,0.0008596817875703433,-0.0021665386906153383,0.0030262204781856816,0.00661089915516011,0.0035846786769744288,0.0030262204781856816,-0.3138078721227675,-0.639871365911667,0.32606349378889954,-0.005141696645501015,0.0025227632334187122,-0.007664459878919727,0.01998338188002491,0.012155079002545421,0.007828302877479487,-0.008651296858156132,0.001291998998739552,-0.009943295856895684,0.015257243378547836,-0.002035445068227615,0.01729268844677545,0.22714194241821062,-0.5175823524411722,0.7447242948593829,-0.02323671585448661,-0.004869908875224094,-0.018366806979262518,0.007800755861141595,0.013051448392223164,-0.005250692531081569,-0.005625076379970562,-0.011677517336341703,0.006052440956371141,0.010501754055684653,0.011798705689192834,-0.001296951633508181,-1.630482930228456,-1.0979208989748135,-0.5325620312536425,-0.0210885174391251,-0.013567603497681269,-0.00752091394144383,0.014128634844239651,0.017890526547281183,-0.003761891703041531,0.009506026010957958,-0.012974468969849884,0.02248049498080784,0.018715781067902837,0.016986512223225336,0.0017292688446775006,-0.9490849324000332,-1.3158876995732085,0.3668027671731753,-0.020519058403494883,-0.010393805249188759,-0.010125253154306124,0.015300106821858783,0.010437694818295706,0.004862412003563077,-0.004328124746462381,-0.0004372698459378377,-0.003890854900524543,0.02433590481310488,0.013960291745039766,0.010375613068065115,-1.8778933095042427,-1.0512444570690653,-0.8266488524351774,-0.0078812421488621,-0.008540911136920237,0.0006596689880581375,0.007842905508408271,0.012338906942854777,-0.004496001434446506,-0.008218979646986813,-0.010380565702833633,0.0021615860558468203,0.013960291745039655,0.014824926167378516,-0.0008646344223388613,-0.909163495335513,-0.36416702421868763,-0.5449964711168254
S007,0.9274442232839538,0.9450908486036548,0.761398629514868,0.4993156856932417,0.5552891018621164,0.022132672055279246,0.0009890020839800062,0.02114366997129924,0.0033336179600146343,-0.005666471284803909,0.009000089244818543,0.018933936645866956,-0.010463633713650888,0.029397570359517844,0.005198499741427387,0.0008753276297336354,0.004323172111693752,0.004221582373343469,-0.049860719496806705,0.05408230187015017,0.02034978694962053,-0.019072954636184525,0.039422741585805054,-0.0016041739023382462,-0.0029671146478010835,0.0013629407454628373,-0.004843509968449067,-0.0338087631167977,0.028965253148348635,0.004766182530258067,0.002604596474411136,0.0021615860558469313,0.11859634908838157,-0.1370002812720934,0.255596630360475,0.006479344557068667,-0.0024954126962922762,0.008974757253360943,0.0052154050305633914,-0.028936171429665536,0.03415157646022893,-0.019974612359377364,-0.03164717706095088,0.011672564701573518,-0.012094188705347841,-0.009932602649500966,-0.002161586055846876,-0.06685648166803038,-0.12162214482658346,0.05476566315855308,-0.005304613097644184,0.005477517051163616,-0.0107821301488078,-0.009911470295016933,-0.01576418221159115,0.005852711916574216,-0.024297784471071227,-0.018677660725869405,-0.0056201237452018216,-0.0008539412149439207,-0.002150892848452046,0.0012969516335081255,-0.18143455528013885,-0.045424183572846055,-0.1360103717072928,-0.007505604651568132,-0.01951334435379226,0.01200773970222413,-0.012743947879475415,-0.006130673672251397,-0.006613274207224018,-0.017813026303530544,-0.03294412869445895,0.015131102390928408,-0.011229554283009091,-0.004312478904298922,-0.006917075378710169,-0.23453320134764544,-0.16425893814575498,-0.07027426320189045,0.014215215463617037,-0.0014346630342165767,0.015649878497833614,-0.007755459784591356,-0.009427758054529334,0.0016722982699379774,-8.802064558588452e-05,-0.039861204073169065,0.03977318342758318,-0.004312478904299033,-0.01641736081704165,0.012104881912742615,-0.067726807946064,-0.23654616986417137,0.16881936191810737
S008,0.9736439816726956,0.9174395545543088,0.7884160002395892,0.502060766141208,1.74931173186688,0.0012605297206771393,-0.004372310446048577,0.005632840166725717,-0.009652985348987286,0.010493194528047867,-0.020146179877035153,0.004453765045057789,-0.0020309931224827826,0.006484758167540572,-0.007057559352265319,-0.015703903575652933,0.008646344223387614,0.21276989641133914,0.002471279337447063,0.21029861707389208,-0.003315866939738288,-0.004241232150871577,0.0009253652111332888,0.023453069361503154,-0.019707918848580253,0.043160988210083406,-0.009380385712362438,-0.009380385712362438,0.0,0.004182688138138713,-0.008786828196942764,0.012969516335081477,0.2563470579913272,-0.6869962665931411,0.9433433245844682,-0.0005748774485240249,-0.0012908114714982322,0.0007159340229742073,-0.014735626006949332,-0.0034792147203397406,-0.011256411286609591,0.004453765045057789,-0.0024633103336522133,0.0069170753787100026,-0.010948414252789695,-0.01051609704162032,-0.00043231721116937516,-0.5473621026973587,-0.24499494289877477,-0.302367159798584,-0.0031639731315613595,0.0008588597544109122,-0.004022832885972272,0.0027320160517882996,0.015338400810183561,-0.012606384758395262,0.000995227355702788,0.000995227355702788,0.0,-0.004895973296418277,-0.010516097041620376,0.005620123745202099,-0.5644503012242776,0.3746647185369687,-0.9391150197612463,-8.176108726309916e-05,0.001091063996493058,-0.0011728250837561571,-0.024696365880990112,-0.013982556892061293,-0.010713808988928819,-0.008083434078854257,-0.009380385712362327,0.00129695163350807,-0.007922193774604014,-0.018730124053838615,0.010807930279234601,1.9000752079992647,-0.3659326722686045,2.2660078802678694,-0.021133452924356755,0.0032203380671057547,-0.02435379099146251,-0.008513626015520193,0.02308816068451991,-0.0316017867000401,-0.018891364358088913,-0.004192579178329825,-0.014698785179759088,-0.007922193774604014,-0.006192924929926569,-0.0017292688446774451,1.4340411922125562,-0.20187744878302727,1.6359186409955835
S009,0.9532234240330199,0.9039242799162949,0.7875491327297051,0.49960464152986966,1.1741476778332132,-0.004662951718780284,0.005842828393646138,-0.010505780112426422,0.0007921082860777862,-0.0022142288519174658,0.003006337137995252,0.004023680921434014,0.004888315343772653,-0.0008646344223386393,0.015285156972864644,0.011394302072340101,0.003890854900524543,0.2930215583845912,-0.19654075611453348,0.4895623144991247,0.0006641381329385299,-0.004468151444190438,0.005132289577128968,0.034273225304175314,-0.007609610024532976,0.04188283532870829,0.012670025144821628,0.01915478331236231,-0.006484758167540683,0.020905280718066688,0.017446743028711575,0.0034585376893551123,0.8258817536649108,0.035232712548443956,0.7906490411164668,0.004295972224237499,9.039780674158227e-05,0.004205574417495916,0.031016381939847237,0.015766972127975953,0.015249409811871284,0.002726729287925611,0.01742551446768481,-0.0146987851797592,0.013555888128187144,0.017014425817542145,-0.0034585376893550013,0.18568959801039897,-0.24182455339885056,0.42751415140924953,0.00401112542903348,0.0058816955443840024,-0.0018705701153505228,0.01872089186977899,0.0018928614659943221,0.016828030403784666,0.0031590464990951528,0.0022944120767562914,0.0008646344223388613,0.020040646295727826,-0.0002782626292329726,0.0203189089249608,0.3495498286019705,-0.2351153664467296,0.5846651950487001,0.009074178662945132,0.004752378021328885,0.004321800641616247,0.01171237419063098,0.0292519206585119,-0.017539546467880918,0.0009974604432482215,0.007914535821958335,-0.006917075378710114,0.014852839761695324,0.008800398805323961,0.006052440956371363,0.43176322994618754,-0.10356469660724987,0.5353279265534374,-0.002807202435388567,-0.006776245463921415,0.003969043028532848,-0.003894736816612565,0.018779473003110225,-0.02267420981972279,-0.008081200991308823,0.011373073511313336,-0.01945427450262216,0.007935764382984989,0.012691253705848393,-0.004755489322863404,0.22134596606011758,0.06195656265642335,0.15938940340369423
S010,0.9400408216340477,0.9328045785424003,0.7603872840866699,0.5115963087499331,1.8503895365325158,-8.75552447879846e-05,0.001942113213597052,-0.0020296684583850366,0.009516702263721588,0.01717139907668852,-0.007654696812966932,-0.008587653863113998,-0.015072412030654903,0.006484758167540905,0.006319710230986875,0.011075199553850057,-0.004755489322863182,0.0446877929635785,-0.3070408641139115,0.35172865707749,0.0017381267823368685,0.0018799869623038479,-0.00014186017996697942,0.0075398189547116745,0.005187894472293619,0.002351924482418055,0.01000198621716919,0.0004910075714428253,0.009510978645726365,-0.003191268414739601,0.0011319036969543728,-0.004323172111693974,-0.5029459838702555,-0.23804417237742959,-0.2649018114928259,-0.00034256905246632385,-0.0073129118392458725,0.006970342786779549,-0.0001475437024230919,0.004454561915496091,-0.004602105617919183,-0.01031692270779172,-0.021557170198195585,0.011240247490403865,-0.0075144405264333525,-0.005785171681755963,-0.0017292688446773896,-0.5450938823784495,-0.5928728030352663,0.04777892065681688,-0.0015014002873643406,0.005481600337318704,-0.0069830006246830445,0.017069386140602938,0.007194301204155984,0.009875084936446954,-0.01247850876363843,0.00740808295015305,-0.01988659171379148,-0.0014619995700619892,0.0015642209081235814,-0.0030262204781855706,-0.8995956403489136,0.5073395828664562,-1.4069352232153698,-0.01834294971795991,-0.009979967087229036,-0.008362982630730875,0.018722155308882327,0.009369194886325816,0.009352960422556511,-0.021989487409365127,-0.016369363664163084,-0.005620123745202044,-0.006649806104094602,-0.0010296823588926696,-0.005620123745201933,-0.5874643291866786,-0.37495301495021627,-0.2125113142364623,-0.010545207686619262,-0.0020135177066160637,-0.008531689980003199,0.010090414921892998,0.017042932084925355,-0.006952517163032357,-0.013775460397146722,-0.015504729241824222,0.0017292688446775006,-0.005785171681755741,-0.004488220048247671,-0.00129695163350807,-0.5917283647232559,-0.7603693885796201,0.16864102385636426
